name,description,imgUrl,price,category
Sauce - Teriyaki With Garlic,200 ml,https://www.bigbasket.com/media/uploads/p/l/20004942_1-pantai-sauce-teriyaki-with-garlic.jpg,2.44,Gourmet & World Food
Milk Chocolate Bar - Pure Belgian,2x45 g,https://www.bigbasket.com/media/uploads/p/l/1201376_1-lindberg-milk-chocolate-bar-pure-belgian.jpg,2.26,Gourmet & World Food
Gluten Free Raw Steelcut Oats,4 Kg,https://www.bigbasket.com/media/uploads/p/l/40213440_1-nutriorg-gluten-free-raw-steelcut-oats.jpg,9.19,Gourmet & World Food
Coconut Flour,500 g,https://www.bigbasket.com/media/uploads/p/l/40161966_1-nutty-yogi-coconut-flour.jpg,2.99,Gourmet & World Food
Strawberry,50 g,https://www.bigbasket.com/media/uploads/p/l/40076828_6-fresho-signature-dry-fruit-strawberry.jpg,0.65,Gourmet & World Food
Olive Leaf Infusion - Olive & Mint Leaves,15 g,https://www.bigbasket.com/media/uploads/p/l/40198311_1-borges-olive-leaf-infusion-olive-mint-leaves.jpg,0.98,Gourmet & World Food
Spicy Fat Free Refried Beans,453 g,https://www.bigbasket.com/media/uploads/p/l/40002330_2-old-el-paso-beans-refried.jpg,3.19,Gourmet & World Food
Nacho Chips - Cheese,60 g,https://www.bigbasket.com/media/uploads/p/l/40196817_3-tasties-nacho-chips-cheese.jpg,0.32,Gourmet & World Food
Toasted Millet Muesli - Cranberry & Almond,250 g,https://www.bigbasket.com/media/uploads/p/l/40106448_3-monsoon-harvest-toasted-millet-muesli-cranberry-almond.jpg,2.07,Gourmet & World Food
Toasted Millet Muesli - Dark Chocolate & Orange Peel,250 g,https://www.bigbasket.com/media/uploads/p/l/40106447_2-monsoon-harvest-toasted-millet-muesli-dark-chocolate-orange-peel.jpg,2.07,Gourmet & World Food
Chickpeas,450 g,https://www.bigbasket.com/media/uploads/p/l/40200824_3-happychef-chickpeas.jpg,0.89,Gourmet & World Food
Red Velvet Cake Mix,500 g,https://www.bigbasket.com/media/uploads/p/l/40202177_1-american-pancake-co-red-velvet-cake-mix.jpg,2.31,Gourmet & World Food
Strawberry Conserve,330 g,https://www.bigbasket.com/media/uploads/p/l/40069125_9-happychef-strawberry-conserve.jpg,1.19,Gourmet & World Food
Roasted Multigrain - Minty,100 g,https://www.bigbasket.com/media/uploads/p/l/40112407_7-gooddiet-roasted-multigrain-minty-namkeen.jpg,0.69,Gourmet & World Food
20g Whey Protein Bar - Kesar Almond Fudge,4x65 g,https://www.bigbasket.com/media/uploads/p/l/1209321_1-gooddiet-20g-whey-protein-bar-kesar-almond-fudge.jpg,3.45,Gourmet & World Food
"Almond Butter - Unsweetened, Crunchy, Rich In Antioxidant, Protein & Fibre, Lactose Free",1 Kg,https://www.bigbasket.com/media/uploads/p/l/40237245_1-jus-amazin-almond-butter-unsweetened-crunchy-rich-in-antioxidant-protein-fibre-lactose-free.jpg,14.99,Gourmet & World Food
"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain- 2L Tin",2 L,https://www.bigbasket.com/media/uploads/p/l/40189355_2-figaro-pure-olive-oil.jpg,14.04,Gourmet & World Food
"Potato Chips - Desi Vibes Flavour, 50% Less Fat",35 g,https://www.bigbasket.com/media/uploads/p/l/40232321_1-ego-potato-chips-desi-vibes-flavour-50-less-fat.jpg,0.3,Gourmet & World Food
100% Natural Premium Whole Cashews - Value Pack,1 kg,https://www.bigbasket.com/media/uploads/p/l/40231856_3-happilo-100-natural-premium-whole-cashews-value-pack.jpg,10.34,Gourmet & World Food
Omega Seed Mix,150 g,https://www.bigbasket.com/media/uploads/p/l/900448373_2-nourish-organics-omega-seed-mix.jpg,1.88,Gourmet & World Food
Sweet & Salty Dry Fruit Munchies,Combo,https://www.bigbasket.com/media/uploads/p/l/1212098_1-fresho-signature-sweet-salty-dry-fruit-munchies.jpg,1.99,Gourmet & World Food
Honey,500 g,https://www.bigbasket.com/media/uploads/p/l/40113680_2-gaia-honey.jpg,1.8,Gourmet & World Food
"Global Darjeeling Oolong Tea - Tapas, 100% Natural, Freshest Leaves",100 g,https://www.bigbasket.com/media/uploads/p/l/40094011_6-teamonk-darjeeling-oolong-tea-tapas.jpg,2.4,Gourmet & World Food
Roasted Bajra Mixture - Spicy Masala,100 g,https://www.bigbasket.com/media/uploads/p/l/40162616_6-gooddiet-bajra-mixture-spicy-masala.jpg,0.69,Gourmet & World Food
Seeds - Chia,200 g,https://www.bigbasket.com/media/uploads/p/l/40136322_3-delight-nuts-seeds-chia.jpg,1.85,Gourmet & World Food
"Munakka Raisins - Rich In Antioxidants & Vitamins, Slows Premature Ageing",300 g,https://www.bigbasket.com/media/uploads/p/l/40239199_1-nutty-yogi-munakka-raisins-rich-in-antioxidants-vitamins-slows-premature-ageing.jpg,3.74,Gourmet & World Food
Tea Bags - Peach Apricot,50 Ba g x 2 g Each,https://www.bigbasket.com/media/uploads/p/l/20002113_2-mlesna-tea-bags-peach-apricot.jpg,3.0,Gourmet & World Food
Multigrain Puffs - Butter Makhana,30 g,https://www.bigbasket.com/media/uploads/p/l/40167620_7-gooddiet-multi-grain-puffs-butter-makhana.jpg,0.17,Gourmet & World Food
Ragi Sticks - Achari Masala,30 g,https://www.bigbasket.com/media/uploads/p/l/40167617_7-gooddiet-ragi-sticks-achari-masala.jpg,0.17,Gourmet & World Food
Classic Hummus Dip & Spread,150 g,https://www.bigbasket.com/media/uploads/p/l/40109974_3-wingreens-farms-classic-hulus-dip-spread.jpg,1.2,Gourmet & World Food
"100% Belgian Dark Chocolate - Raisins, 54% Cocoa Solids",50 g,https://www.bigbasket.com/media/uploads/p/l/40088224_9-lindberg-raisins-dark-chocolate-bar-pure-belgian.jpg,1.19,Gourmet & World Food
"Premium Orange Candy - Provides Freshness, Tangy & Sweet Taste",130 g,https://www.bigbasket.com/media/uploads/p/l/40225682_1-delight-nuts-premium-orange-candy-provides-freshness-tangy-sweet-taste.jpg,0.56,Gourmet & World Food
"Multi-Millet Jowar, Bajra & Ragi Pasta - Spirali",500 g,https://www.bigbasket.com/media/uploads/p/l/40129125_10-happychef-pasta-multi-millet.jpg,1.39,Gourmet & World Food
Assorted Gift Box - Pure Belgian Chocolate Truffles,5x120 gm 12 pcs,https://www.bigbasket.com/media/uploads/p/l/1202137_1-lindberg-assorted-gift-box-pure-belgian-chocolate-truffles.jpg,17.45,Gourmet & World Food
Sliced Jalapenos,350 g,https://www.bigbasket.com/media/uploads/p/l/40200819_2-happychef-sliced-jalapenos.jpg,1.29,Gourmet & World Food
Coconut Water With Mango,500 ml,https://www.bigbasket.com/media/uploads/p/l/40186816_1-foco-coconut-water-with-mango.jpg,1.31,Gourmet & World Food
"Green Tea - With Peppermint Leaves, Grown Fresh",75 g,https://www.bigbasket.com/media/uploads/p/l/30010740_5-wingreens-farms-peppermint-leaves-with-green-tea.jpg,1.75,Gourmet & World Food
"Premium Paan Candy - Provides Freshness, Strong & Sweet Taste, Highly Aromatic",130 g,https://www.bigbasket.com/media/uploads/p/l/40225684_1-delight-nuts-premium-paan-candy-provides-freshness-strong-sweet-taste-highly-aromatic.jpg,0.56,Gourmet & World Food
"Chipotle Mayo - Light & Creamy, Made With Fresh Ingredients",180 g,https://www.bigbasket.com/media/uploads/p/l/40262331_1-wingreens-farms-chipotle-mayo-light-creamy-made-with-fresh-ingredients.jpg,0.75,Gourmet & World Food
"Rose Milkshake - Rich, Creamy, High Protein",180 ml,https://www.bigbasket.com/media/uploads/p/l/40244401_3-epigamia-rose-milkshake-rich-creamy-high-protein-greek-yogurts.jpg,0.18,Gourmet & World Food
Organic Steelcut Oats - Gluten Free,4 Kg,https://www.bigbasket.com/media/uploads/p/l/40213443_1-nutriorg-organic-steelcut-oats-gluten-free.jpg,14.25,Gourmet & World Food
"Cake Baking Tool, Stainless Steel, Set of 3 - Teddy Bear Shaped, BB 1014 4",3 pcs,https://www.bigbasket.com/media/uploads/p/l/40160900_1-dp-cake-baking-tool-stainless-steel-set-of-3-teddy-bear-shaped-bb-1014-4.jpg,2.0,"Kitchen, Garden & Pets"
"Mexico Whisky Glass Set - High Quality, Dishwasher Safe",300 ML,https://www.bigbasket.com/media/uploads/p/l/40230783_5-bb-home-mexico-whisky-glass-set-high-quality-dishwasher-safe.jpg,3.65,"Kitchen, Garden & Pets"
"Stainless Steel Lunch Box/Tiffin Set - BB 573 3, Assorted colors",830 ml,https://www.bigbasket.com/media/uploads/p/l/40136041_2-tedemei-stainless-steel-lunch-boxtiffin-set-bb-573-3-assorted-colors.jpg,5.99,"Kitchen, Garden & Pets"
"Seal IT Plastic Containers With Red Lid - For Storage, Air Tight, Microwave Safe",1 L,https://www.bigbasket.com/media/uploads/p/l/40249321_2-jaypee-plus-seal-it-container-with-red-lid-for-storage-air-tight-microwave-safe.jpg,4.29,"Kitchen, Garden & Pets"
"LED Bulb - Astron Plus 10W With B22 Base, Cool Day White",1 pc,https://www.bigbasket.com/media/uploads/p/l/40226807_1-halonix-led-bulb-astron-plus-10w-with-b22-base-cool-day-white.jpg,0.69,"Kitchen, Garden & Pets"
"Cupcake Moulds & Spoons - Ribbon Print, Paper, BB1342",25 pcs + 12 pcs,https://www.bigbasket.com/media/uploads/p/l/40186677_1-dp-cupcake-moulds-spoons-ribbon-print-paper-bb1342.jpg,0.79,"Kitchen, Garden & Pets"
"Serving Tray/Platter - Bamboo Wood, Large, 14x10 Inches",1 pc,https://www.bigbasket.com/media/uploads/p/l/40220409_1-bamboooz-serving-trayplatter-bamboo-wood-large-14x10-inches.jpg,7.49,"Kitchen, Garden & Pets"
Pom-Pom AC Katori Set,177 ml,https://www.bigbasket.com/media/uploads/p/l/40139772_6-corelle-pom-pom-ac-katori-set.jpg,19.99,"Kitchen, Garden & Pets"
"Strawberry Printed Cupcake Moulds - Paper, BB1333",50 pcs,https://www.bigbasket.com/media/uploads/p/l/40186668_1-dp-strawberry-printed-cupcake-moulds-paper-bb1333.jpg,0.79,"Kitchen, Garden & Pets"
"Gas Stove-2 Burner Royale Plus Schott Glass, Black (40081)",1 pc,https://www.bigbasket.com/media/uploads/p/l/40177976_9-prestige-gas-stove-2-burner-royale-plus-schott-glass-black-40081.jpg,59.99,"Kitchen, Garden & Pets"
Lunch Box/Tiffin Set - Green BB 570 2,920 ml,https://www.bigbasket.com/media/uploads/p/l/40136061_2-tedemei-lunch-boxtiffin-set-green-bb-570-2.jpg,3.79,"Kitchen, Garden & Pets"
"Zenker Springform, candy, 24x6.7cm",1 pc,https://www.bigbasket.com/media/uploads/p/l/40064119_2-fackelmann-springform-candy.jpg,8.79,"Kitchen, Garden & Pets"
"Stainless Steel Tea Strainer - Conical, 7.5 cm",1 pc,https://www.bigbasket.com/media/uploads/p/l/40163246_3-elephant-stainless-steel-tea-strainer-conical-75-cm.jpg,1.19,"Kitchen, Garden & Pets"
Steel Coffee Filter & Glass/Vati Set,14 pcs,https://www.bigbasket.com/media/uploads/p/l/40192084_3-omega-steel-coffee-filter-glassvati-set.jpg,8.99,"Kitchen, Garden & Pets"
"Purple Flower Printed Cupcake Moulds - Paper, BB1336",50 pcs,https://www.bigbasket.com/media/uploads/p/l/40186671_1-dp-purple-flower-printed-cupcake-moulds-paper-bb1336.jpg,0.79,"Kitchen, Garden & Pets"
"Seal IT Plastic Container With Red Lid - For Storage, Air Tight, Microwave Safe",1.25 l,https://www.bigbasket.com/media/uploads/p/l/40249322_2-jaypee-plus-seal-it-container-with-red-lid-for-storage-air-tight-microwave-safe.jpg,2.99,"Kitchen, Garden & Pets"
"Stainless Steel A10 Water Glass - Premium, Strong, Durable, Dishwasher Safe",200 g,https://www.bigbasket.com/media/uploads/p/l/40246107_2-coconut-stainless-steel-a10-water-glass-premium-strong-durable-dishwasher-safe.jpg,2.29,"Kitchen, Garden & Pets"
Aluminium Non-Stick Dishwasher Safe Induction Base Bling Kadhai with Glass Lid,3 L,https://www.bigbasket.com/media/uploads/p/l/40235927_1-nirlon-bling-kadhai-with-glass-lid-aluminium-durable-blue.jpg,11.49,"Kitchen, Garden & Pets"
"Glass Water Bottle With Round Base - Red, BB1363",1 L,https://www.bigbasket.com/media/uploads/p/l/40178751_6-bb-home-glass-water-bottle-with-round-base-red-bb1363.jpg,2.29,"Kitchen, Garden & Pets"
"Happy Kitchen Stainless Steel Rice Server, 1.15 mm for Serving Rice & Stews",1 pc,https://www.bigbasket.com/media/uploads/p/l/40234543_2-fackelmann-stainless-steel-rice-serving-spoon-durable-high-quality-115-l.jpg,0.89,"Kitchen, Garden & Pets"
Cigarette Ash Tray Square,1 pc,https://www.bigbasket.com/media/uploads/p/l/40200131_7-yujing-cigarette-ash-tray-square.jpg,0.99,"Kitchen, Garden & Pets"
"Rub Your Pup Massage Oil - 100% Natural Actives, Strengthens Joints, Softens & Makes Coat Shine",100 ml,https://www.bigbasket.com/media/uploads/p/l/40248970_1-papa-pawsome-rub-your-pup-massage-oil-100-natural-actives-strengthens-joints-softens-makes-coat-shine.jpg,2.99,"Kitchen, Garden & Pets"
Absolute Milk For Newborn Puppies,500 g,https://www.bigbasket.com/media/uploads/p/l/40216200_2-drools-absolute-milk-for-newborn-puppies.jpg,5.6,"Kitchen, Garden & Pets"
"Steel Cook & Serve Set With Glass Lid, 1500 ml each",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40136241_6-kitchen-essentials-steel-cook-serve-set-with-glass-lid-1500-ml-each.jpg,3.99,"Kitchen, Garden & Pets"
"Flora Microwave Bowl Set - Green, Stainless Steel, Food Grade, Dishwasher Safe, Airtight, BPA Free",3 pcs,https://www.bigbasket.com/media/uploads/p/l/40268262_1-jensons-flora-microwave-bowl-set-green-food-grade-dishwasher-safe-airtight-bpa-free.jpg,2.99,"Kitchen, Garden & Pets"
"Wooden Curry Spoon & Turner - With Long Handle, Biodegradable, Chemical Free",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40226869_4-bamboooz-wooden-curry-spoon-turner-with-long-handle-biodegradable-chemical-free.jpg,1.79,"Kitchen, Garden & Pets"
"Non-Stick Cookware Fry Pan 240 mm & Tawa 260 mm Set - Granite Coating, Black",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40178534_1-nirlon-non-stick-fry-pan-240-l-tawa-260l-combo-granite-coating-black.jpg,5.99,"Kitchen, Garden & Pets"
"Ceramic Stoneware Sparkle 1110 Single Tea/Coffee Mug - Lightweight, Durable, Blue",220 ml,https://www.bigbasket.com/media/uploads/p/l/40245677_2-tibros-ceramic-stoneware-sparkle-1110-single-teacoffee-mug-lightweight-durable-blue.jpg,0.79,"Kitchen, Garden & Pets"
"LED Night Bulb Deco - 0.5W, Orange",1 pc,https://www.bigbasket.com/media/uploads/p/l/40212832_1-eveready-led-night-bulb-deco-05w-orange.jpg,0.45,"Kitchen, Garden & Pets"
"Stainless Steel A3 Glass - Strong, Durable, Rustproof, BPA Free",635 g,https://www.bigbasket.com/media/uploads/p/l/40246344_2-coconut-stainless-steel-a3-glass-strong-durable-rustproof-bpa-free.jpg,2.29,"Kitchen, Garden & Pets"
"SS Papad Roaster - 100% Food Grade, Stainless Steel, Anti-Rust",1 pc,https://www.bigbasket.com/media/uploads/p/l/40268332_1-elephant-ss-papad-roaster-100-food-grade-stainless-steel-anti-rust.jpg,1.09,"Kitchen, Garden & Pets"
"Pre-Seasoned Cast Iron Kadhai/Pan - 10 Inches, 25 cm",3 L,https://www.bigbasket.com/media/uploads/p/l/40234253_1-ironium-pre-seasoned-cast-iron-kadhaipan-10-inches-25-cm.jpg,37.95,"Kitchen, Garden & Pets"
"San Marino Hi Ball Glass Set - Transparent, B00410",290 ml,https://www.bigbasket.com/media/uploads/p/l/40207443_1-ocean-san-marino-hi-ball-glass-set-transparent-b00410.jpg,4.49,"Kitchen, Garden & Pets"
"Stainless Steel Tri-Ply Sauce Pan - Without Lid, 15 cm, 50048, Long-lasting",1.4 L,https://www.bigbasket.com/media/uploads/p/l/40249557_3-pigeon-stainless-steel-tri-ply-sauce-pan-without-lid-15-cm-50048-long-lasting.jpg,4.99,"Kitchen, Garden & Pets"
"Multipurpose Colander - Stainless, Ideal For Fridge Storing, Vegetable Strainer, Fruit Basket",1 pc,https://www.bigbasket.com/media/uploads/p/l/40268040_3-petals-multipurpose-colander-stainless-ideal-for-fridge-storing-vegetable-strainer-fruit-basket.jpg,1.99,"Kitchen, Garden & Pets"
"Ceramic Storage Jar - Sepal Design, For Chutney, Pickle, Yellow",500 ml,https://www.bigbasket.com/media/uploads/p/l/40235132_2-bb-home-earth-storage-jar-with-yellow-red-sepal-design.jpg,2.49,"Kitchen, Garden & Pets"
"Soft Kitty Shampoo With Conditioner - Natural Formulation, Plant Extracts, Cleanses & Smoothens Fur, For Cats",200 g,https://www.bigbasket.com/media/uploads/p/l/40248982_1-mama-meow-soft-kitty-shampoo-with-conditioner-natural-formulation-plant-extracts-cleanses-smoothens-fur-for-cats.jpg,2.99,"Kitchen, Garden & Pets"
"Bamboo Lid Jar, 1.05 L",1 pc,https://www.bigbasket.com/media/uploads/p/l/40218144_4-deli-bamboo-lid-jar-105-l.jpg,3.29,"Kitchen, Garden & Pets"
"Miami Coffee Mug - High Quality, Dishwasher Safe",270 ML,https://www.bigbasket.com/media/uploads/p/l/40230803_4-bb-home-miami-coffee-mug-high-quality-dishwasher-safe.jpg,2.44,"Kitchen, Garden & Pets"
"Handmade Glass Snack Platter/Tray - Square, DP6308",1 pc,https://www.bigbasket.com/media/uploads/p/l/40223443_1-dine-time-handmade-glass-snack-plattertray-square-dp6308.jpg,2.39,"Kitchen, Garden & Pets"
"Premium Stainless Steel Serrated Kitchen Knife - Large, Multipurpose BBPK03",1 pc,https://www.bigbasket.com/media/uploads/p/l/40197168_5-bb-home-premium-stainless-steel-serrated-kitchen-knife-large-multipurpose-bbpk03.jpg,0.99,"Kitchen, Garden & Pets"
"Bamboo Wood Square Basket - For Bread,Fruit or Flowers, 8x8 Inch",1 pc,https://www.bigbasket.com/media/uploads/p/l/40164964_3-bamboooz-bamboo-wood-square-basket-for-breadfruit-or-flowers-8x8-inch.jpg,1.49,"Kitchen, Garden & Pets"
"Spatula Set - Black, Heat Resistant, Non Stick",3 pcs,https://www.bigbasket.com/media/uploads/p/l/40228403_1-polyset-spatula-set-black-heat-resistant-non-stick.jpg,1.69,"Kitchen, Garden & Pets"
"Borosilicate Glass Water Bottle - Blue, Durable, Leak Proof, Multi-Utility Sleek & Stylish Exterior",390 ml,https://www.bigbasket.com/media/uploads/p/l/40255065_1-renberg-borosilicate-glass-water-bottle-blue-durable-leak-proof-multi-utility-sleek-stylish-exterior.jpg,2.99,"Kitchen, Garden & Pets"
"Smoky Wood Non-Stick Aluminium Fry Pan - With Glass Lid, Kitchen Accessories, For Cooking, 24 Cm",1.9 L,https://www.bigbasket.com/media/uploads/p/l/40244412_2-nirlon-smoky-wood-non-stick-aluminium-fry-pan-with-glass-lid-kitchen-accessories-for-cooking-24-cm.jpg,9.99,"Kitchen, Garden & Pets"
"Glass Jar / Container With Red Lid, 425 ml",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40226183_1-pasabahce-glass-jar-container-with-red-lid-425-ml.jpg,2.99,"Kitchen, Garden & Pets"
Galaxy Storage Plastic Printed Container - Pink,3 pcs,https://www.bigbasket.com/media/uploads/p/l/40181813_9-polyset-galaxy-storage-plastic-printed-container-pink.jpg,3.29,"Kitchen, Garden & Pets"
"Stainless Steel Sauce Pan - Induction Bottom, 16 cm, For Boiling Milk, Water & Cooking",1.5 L,https://www.bigbasket.com/media/uploads/p/l/40227136_4-kitchen-essentials-stainless-steel-sauce-pan-induction-bottom-16-cm-for-boiling-milk-water-cooking.jpg,2.75,"Kitchen, Garden & Pets"
"Stackable Plastic Storage Containers - Modustack, Maroon",3 pcs,https://www.bigbasket.com/media/uploads/p/l/40227529_1-cello-stackable-plastic-storage-containers-modustack-maroon.jpg,2.29,"Kitchen, Garden & Pets"
"Ceramic Storage Jar/Handi - Classic Orange Design, Hand Painted, For Chutney, Pickle",700 ml,https://www.bigbasket.com/media/uploads/p/l/40235139_2-bb-home-earth-storage-jar-hand-painted-classic-orange-design.jpg,1.99,"Kitchen, Garden & Pets"
Idli/ Noodles/Pasta Plate - 100% Melamine - Black,set of 2,https://www.bigbasket.com/media/uploads/p/l/40249089_1-iveo-100-melamine-idli-pasta-plate-black.jpg,3.79,"Kitchen, Garden & Pets"
Springform Cake Mould Bakeware Pan - Round,3 pcs,https://www.bigbasket.com/media/uploads/p/l/40061408_5-rolex-springform-cake-mould-bakeware-pan-round.jpg,6.29,"Kitchen, Garden & Pets"
"100% Organic Vermicompost Fertilizer/Manure  - Neem Extract As Insecticide, For Gardening Use",5 kg,https://www.bigbasket.com/media/uploads/p/l/40244364_1-greenwood-100-organic-vermicompost-fertilizermanure-neem-extract-as-insecticide-for-gardening-use.jpg,2.69,"Kitchen, Garden & Pets"
"Oral Hygiene Liquid - Water Additives, Eliminates Bad Breath, Fights Plaque, For Dogs & Cats",100 ml,https://www.bigbasket.com/media/uploads/p/l/40238588_1-petvit-oral-hygiene-liquid-water-additives-eliminates-bad-breath-fights-plaque-for-dogs-cats.jpg,1.88,"Kitchen, Garden & Pets"
"Wooden Design PVC Place Mat Set With Tea Coasters - CTKTC032190, For Dining Table, Brown, Standard",12 pcs,https://www.bigbasket.com/media/uploads/p/l/40242959_1-kuber-industries-wooden-design-pvc-place-mat-set-with-tea-coasters-ctktc032190-for-dining-table-brown-standard.jpg,2.79,"Kitchen, Garden & Pets"
"Laser Ray LED Batten - Cool Daylight White, 20 Watts",1 pc,https://www.bigbasket.com/media/uploads/p/l/40202476_1-crompton-led-batten-20-watt-cdl-laser-ray-cool-day-light-white.jpg,2.49,"Kitchen, Garden & Pets"
"Stainless Steel Spoon - Medium, Classic Jazz Series, BBCL12",6 pcs,https://www.bigbasket.com/media/uploads/p/l/40190868_8-bb-home-stainless-steel-spoon-medium-classic-jazz-series-bbcl12.jpg,1.31,"Kitchen, Garden & Pets"
Stainless Steel Net Cover - 25 cm,1 pc,https://www.bigbasket.com/media/uploads/p/l/40163241_4-elephant-stainless-steel-net-cover-25-cm.jpg,1.49,"Kitchen, Garden & Pets"
Stainless Steel Dinner Set - Mirror Finish,6 pcs,https://www.bigbasket.com/media/uploads/p/l/40170121_2-kitchen-essentials-stainless-steel-dinner-set-mirror-finish.jpg,3.99,"Kitchen, Garden & Pets"
Alkaline Battery AA Ultima 2115,6 pcs,https://www.bigbasket.com/media/uploads/p/l/40212633_2-eveready-alkaline-battery-aa-ultima-2115.jpg,1.79,"Kitchen, Garden & Pets"
Aluminium Pressure Cooker Outer Lid,2 L,https://www.bigbasket.com/media/uploads/p/l/40112157_9-srushti-gold-aluminium-pressure-cooker-outer-lid.jpg,5.29,"Kitchen, Garden & Pets"
"Snack Bowl & Tray Set - 100% Melamine, Firozi & Orange, Octa",set of 4,https://www.bigbasket.com/media/uploads/p/l/40226600_1-iveo-bowls-tray-set-for-snacks-melamine-firozi-orange-octa.jpg,4.79,"Kitchen, Garden & Pets"
"Stainless Steel Turner/Spatula - HS_37_KUBMART020562, For Dosa, Roti & Paratha, Silver, Standard",1 pc,https://www.bigbasket.com/media/uploads/p/l/40243007_1-kuber-industries-stainless-steel-turnerspatula-hs_37_kubmart020562-for-dosa-roti-paratha-silver-standard.jpg,2.29,"Kitchen, Garden & Pets"
"Cotton LPG Gas Cylinder Cover - CTKTC040756, Easy To Wash, Dust-Resistant, Maroon & Blue, Standard",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40242966_1-kuber-industries-cotton-lpg-gas-cylinder-cover-ctktc040756-easy-to-wash-dust-resistant-maroon-blue-standard.jpg,4.99,"Kitchen, Garden & Pets"
Stainless Steel Lunch/Tiffin Box With 4 Containers - 8X4,1 pc,https://www.bigbasket.com/media/uploads/p/l/40183442_9-bb-home-stainless-steel-lunchtiffin-box-with-4-containers-8x4.jpg,4.99,"Kitchen, Garden & Pets"
"Silicon Baking Mould Set - Cake/Muffin, Flower Assorted Color, BB57",6 pcs,https://www.bigbasket.com/media/uploads/p/l/40115232_2-yongsheng-silicon-baking-mould-set-cakemuffin-flower-assorted-color-bb57.jpg,0.7,"Kitchen, Garden & Pets"
Pastry & Biscuit Cutters - Small,13 pcs,https://www.bigbasket.com/media/uploads/p/l/40061436_5-rolex-pastry-biscuit-cutters-small.jpg,2.99,"Kitchen, Garden & Pets"
"Ivora Plus Linear LED Lamp 18W - Cool Day Light, B22",1 pc,https://www.bigbasket.com/media/uploads/p/l/40224345_1-bajaj-ivora-plus-linear-led-lamp-18w-cool-day-light-b22.jpg,4.49,"Kitchen, Garden & Pets"
"Free Flow Pourer - With Cap, Durable, High Quality",1 pc,https://www.bigbasket.com/media/uploads/p/l/40234508_1-fackelmann-free-flow-pourer-with-cap-durable-high-quality.jpg,1.49,"Kitchen, Garden & Pets"
"Ontario Wine Glass Set - High Quality, Dishwasher Safe",225 ML,https://www.bigbasket.com/media/uploads/p/l/40230787_4-bb-home-ontario-wine-glass-set-high-quality-dishwasher-safe.jpg,4.95,"Kitchen, Garden & Pets"
Premium Round Plastic Container With Lid - Pink,2 x 500 ml,https://www.bigbasket.com/media/uploads/p/l/1213403_1-mastercook-premium-round-plastic-container-with-lid-pink.jpg,0.98,"Kitchen, Garden & Pets"
"Ceramic Kitchen Container - For Tea, Coffee, Pickle, Sugar, Spices, Classic Green",150 ml,https://www.bigbasket.com/media/uploads/p/l/40235129_2-bb-home-earth-storage-jar-classic-green.jpg,2.99,"Kitchen, Garden & Pets"
2 Burner Eco Delux Stainless Steel Cook Top Gas Stove - Manual Ignition,1 pc,https://www.bigbasket.com/media/uploads/p/l/40212801_2-surya-flame-2-burner-eco-delux-stainless-steel-cook-top-gas-stove-manual-ignition.jpg,19.99,"Kitchen, Garden & Pets"
"Lunch Box - Plastic, Olive Green - Gr BB 579 2",1 L,https://www.bigbasket.com/media/uploads/p/l/40136013_1-homio-lunch-box-plastic-olive-green-gr-bb-579-2.jpg,4.99,"Kitchen, Garden & Pets"
"Wooden Turner Frying & Cooking Spoon - With Round & Sturdy Handle, Reusable",1 pc,https://www.bigbasket.com/media/uploads/p/l/40224484_1-bamboooz-wooden-turner-frying-cooking-spoon-with-round-sturdy-handle-reusable.jpg,0.9,"Kitchen, Garden & Pets"
"Silicone Cake/Bowl Size Measuring Mat - BB 142, Assorted",1 pc,https://www.bigbasket.com/media/uploads/p/l/40133755_1-dp-silicone-cakebowl-size-measuring-mat-bb-142-assorted.jpg,3.99,"Kitchen, Garden & Pets"
"Tick Repellent Powder - Herbal Extract, Eliminates Bacteria From Coat, For Dogs & Cats, Sandalwood",100 g,https://www.bigbasket.com/media/uploads/p/l/40238589_1-petvit-tick-repellent-powder-herbal-extract-eliminates-bacteria-from-coat-for-dogs-cats-sandalwood.jpg,1.69,"Kitchen, Garden & Pets"
Non-Stick Aluminium Non Induction Granite Fry Pan  with Glass Lid - Green,1 pc,https://www.bigbasket.com/media/uploads/p/l/40235920_1-nirlon-greenochef-frying-pan-with-glass-lid-aluminium-durable-green.jpg,8.49,"Kitchen, Garden & Pets"
"Coloured Masala Dabba With 7 Cups - 12 Inches, Blue",1 pc,https://www.bigbasket.com/media/uploads/p/l/40252000_2-klassi-kichen-coloured-masala-dabba-with-7-cups-12-inches-blue.jpg,6.99,"Kitchen, Garden & Pets"
Whisky Glass - Elegan,315 ml,https://www.bigbasket.com/media/uploads/p/l/40080358_6-lyra-whisky-glass-elegan.jpg,5.29,"Kitchen, Garden & Pets"
Water/Juice Glass - Ring,320 ml,https://www.bigbasket.com/media/uploads/p/l/40090458_6-lyra-waterjuice-glass-ring.jpg,6.29,"Kitchen, Garden & Pets"
